emp_no,first_name,last_name,title,from_date,salary,count
31404,Gererd,Narlikar,Senior Engineer,1997-05-25,40000,3
31404,Gererd,Narlikar,Assistant Engineer,1985-05-26,40000,3
90983,Gererd,Openshaw,Assistant Engineer,1994-05-01,46379,2
90983,Gererd,Openshaw,Engineer,2002-05-01,46379,2
253616,Gererd,Pashtan,Staff,1989-01-05,41833,2
253616,Gererd,Pashtan,Senior Staff,1996-01-06,41833,2
283551,Gererd,Poehlman,Senior Engineer,1997-04-01,41919,2
283551,Gererd,Poehlman,Engineer,1991-04-02,41919,2
42402,Gererd,Rosis,Senior Engineer,1991-05-30,42261,2
42402,Gererd,Rosis,Engineer,1986-05-30,42261,2
292383,Gererd,Salverda,Staff,1989-08-24,80981,2
292383,Gererd,Salverda,Senior Staff,1995-08-24,80981,2
104419,Gererd,Schiettecatte,Senior Staff,2000-05-06,52906,2
104419,Gererd,Schiettecatte,Staff,1994-05-07,52906,2
447342,Gererd,Strandh,Senior Engineer,1999-07-15,40000,2
447342,Gererd,Strandh,Engineer,1994-07-15,40000,2
42919,Gererd,Swen,Staff,1991-07-17,40000,3
240404,Gererd,Swen,Staff,1994-12-03,40000,3
42919,Gererd,Swen,Senior Staff,2000-07-16,40000,3
290215,Gererd,Vieri,Staff,1988-04-29,40000,2
290215,Gererd,Vieri,Senior Staff,1996-04-29,40000,2
59986,Gererd,Yoshimura,Engineer,1985-09-08,40000,2
59986,Gererd,Yoshimura,Senior Engineer,1994-09-08,40000,2
61920,Ghassan,Albarhamtoshy,Senior Staff,1993-03-19,50457,2
61920,Ghassan,Albarhamtoshy,Staff,1985-03-19,50457,2
479826,Ghassan,Azulay,Engineer,1997-10-29,40000,2
479826,Ghassan,Azulay,Assistant Engineer,1990-10-29,40000,2
81303,Ghassan,Berstel,Staff,1987-04-10,70323,2
81303,Ghassan,Berstel,Senior Staff,1994-04-10,70323,2
232297,Ghassan,Borstler,Senior Engineer,2001-07-14,40000,2
232297,Ghassan,Borstler,Engineer,1994-07-14,40000,2
402759,Ghassan,Capobianchi,Staff,1986-09-23,51676,2
402759,Ghassan,Capobianchi,Senior Staff,1995-09-23,51676,2
55907,Ghassan,Herbst,Senior Staff,1994-07-16,46416,2
55907,Ghassan,Herbst,Staff,1988-07-16,46416,2
40057,Ghassan,Kalloufi,Staff,1986-11-06,76287,2
40057,Ghassan,Kalloufi,Senior Staff,1995-11-06,76287,2
88195,Ghassan,Krogh,Senior Engineer,1995-04-08,64667,2
88195,Ghassan,Krogh,Engineer,1987-04-08,64667,2
251055,Ghassan,Kropf,Senior Staff,2001-02-22,62683,2
251055,Ghassan,Kropf,Staff,1994-02-22,62683,2
222692,Ghassan,Kruskal,Staff,1994-05-03,65712,2
222692,Ghassan,Kruskal,Senior Staff,1999-05-03,65712,2
66254,Ghassan,Mahnke,Staff,1985-10-26,69979,3
66254,Ghassan,Mahnke,Senior Staff,1991-10-26,69979,3
494163,Ghassan,Mahnke,Engineer,1996-07-16,54999,3
286165,Ghassan,Maierhofer,Staff,1986-05-03,40000,2
286165,Ghassan,Maierhofer,Senior Staff,1995-05-03,40000,2
105705,Ghassan,Mellouli,Assistant Engineer,1987-03-31,40000,3
105705,Ghassan,Mellouli,Engineer,1996-03-30,40000,3
75559,Ghassan,Mellouli,Engineer,1996-06-07,67351,3
35892,Ghassan,Olivero,Senior Staff,1994-01-07,48250,2
35892,Ghassan,Olivero,Staff,1986-01-07,48250,2
109582,Ghassan,Panwar,Senior Staff,1998-01-23,67150,2
109582,Ghassan,Panwar,Staff,1992-01-24,67150,2
44661,Ghassan,Perfilyeva,Staff,1995-08-13,57447,2
44661,Ghassan,Perfilyeva,Senior Staff,2000-08-12,57447,2
235382,Ghassan,Pillow,Senior Staff,1994-07-07,74123,2
235382,Ghassan,Pillow,Staff,1985-07-07,74123,2
246189,Ghassan,Plump,Assistant Engineer,1993-06-05,56764,2
246189,Ghassan,Plump,Engineer,2001-06-05,56764,2
442665,Ghassan,Schauser,Staff,1991-10-07,40000,2
442665,Ghassan,Schauser,Senior Staff,1997-10-06,40000,2
230005,Ghassan,Seiwald,Engineer,1990-10-27,40000,2
230005,Ghassan,Seiwald,Senior Engineer,1996-10-26,40000,2
12601,Ghassan,Simkin,Senior Engineer,2002-07-09,41714,3
12601,Ghassan,Simkin,Assistant Engineer,1992-07-09,41714,3
12601,Ghassan,Simkin,Engineer,1997-07-09,41714,3
495015,Ghassan,Sudbeck,Senior Engineer,1995-01-27,40000,2
495015,Ghassan,Sudbeck,Engineer,1988-01-27,40000,2
422330,Ghassan,Walston,Technique Leader,1989-11-06,56068,2
430534,Ghassan,Walston,Senior Engineer,1986-06-15,50866,2
299401,Gian,Bolsens,Senior Staff,1996-05-12,74848,2
299401,Gian,Bolsens,Staff,1987-05-13,74848,2
219251,Gian,Braunschweig,Staff,1993-05-05,57521,2
219251,Gian,Braunschweig,Senior Staff,2000-05-05,57521,2
109949,Gian,Chinal,Senior Engineer,1997-10-02,52796,2
109949,Gian,Chinal,Engineer,1991-10-03,52796,2
18375,Gian,Debuse,Senior Staff,2001-04-28,41562,2
18375,Gian,Debuse,Staff,1995-04-29,41562,2
37985,Gian,Denna,Engineer,1991-04-18,61760,2
37985,Gian,Denna,Senior Engineer,2000-04-17,61760,2
46821,Gian,Diderrich,Staff,1995-10-04,56710,2
46821,Gian,Diderrich,Senior Staff,2001-10-03,56710,2
85457,Gian,Edelhoff,Senior Staff,2000-06-25,71884,2
85457,Gian,Edelhoff,Staff,1993-06-25,71884,2
258135,Gian,Figueira,Staff,1990-02-28,90355,2
258135,Gian,Figueira,Senior Staff,1998-02-28,90355,2
23993,Gian,Ghalwash,Senior Engineer,1993-06-08,40000,2
23993,Gian,Ghalwash,Engineer,1985-06-08,40000,2
104760,Gian,Gulla,Technique Leader,1994-09-28,40000,2
54855,Gian,Gulla,Senior Engineer,1985-08-29,40000,2
402019,Gian,Ibel,Engineer,1985-06-16,40000,2
402019,Gian,Ibel,Senior Engineer,1990-06-16,40000,2
452099,Gian,Improta,Engineer,1990-07-17,40000,2
452099,Gian,Improta,Senior Engineer,1996-07-16,40000,2
463681,Gian,Kalefeld,Senior Engineer,1995-11-07,72716,2
463681,Gian,Kalefeld,Engineer,1988-11-06,72716,2
81591,Gian,Karunanithi,Senior Engineer,2000-02-01,40000,2
81591,Gian,Karunanithi,Engineer,1994-02-01,40000,2
459531,Gian,Kawashimo,Engineer,1996-09-05,40594,2
459531,Gian,Kawashimo,Assistant Engineer,1987-09-06,40594,2
490689,Gian,Leppanen,Senior Engineer,1990-12-14,70234,2
490689,Gian,Leppanen,Engineer,1985-12-14,70234,2
106254,Gian,Lowrie,Senior Staff,1990-03-21,78781,2
106254,Gian,Lowrie,Staff,1985-03-21,78781,2
19179,Gian,Makinen,Senior Staff,1999-05-12,46995,2
19179,Gian,Makinen,Staff,1990-05-12,46995,2
57972,Gian,Malinowski,Staff,1989-02-06,57175,2
57972,Gian,Malinowski,Senior Staff,1998-02-06,57175,2
444310,Gian,Millington,Staff,1994-04-22,76319,2
444310,Gian,Millington,Senior Staff,1999-04-22,76319,2
299538,Gian,Peres,Staff,1995-07-03,40000,2
299538,Gian,Peres,Senior Staff,2000-07-02,40000,2
289730,Gian,Perez,Staff,1990-10-12,65528,2
289730,Gian,Perez,Senior Staff,1999-10-12,65528,2
246240,Gian,Polajnar,Engineer,1993-04-19,45920,2
246240,Gian,Polajnar,Senior Engineer,1999-04-19,45920,2
465885,Gian,Randt,Senior Engineer,1995-11-26,46027,2
465885,Gian,Randt,Engineer,1987-11-26,46027,2
246559,Gian,Rissanen,Senior Staff,2001-09-29,102936,2
246559,Gian,Rissanen,Staff,1993-09-29,102936,2
222023,Gian,Saoudi,Staff,1993-06-05,72941,2
222023,Gian,Saoudi,Senior Staff,1998-06-05,72941,2
470861,Gian,Schaad,Engineer,1986-06-09,51818,2
470861,Gian,Schaad,Senior Engineer,1991-06-09,51818,2
425151,Gian,Schiper,Senior Staff,1994-02-17,49434,2
425151,Gian,Schiper,Staff,1985-02-17,49434,2
52703,Gian,Sidje,Staff,1989-02-10,41787,2
52703,Gian,Sidje,Senior Staff,1996-02-11,41787,2
473969,Gian,Simkin,Senior Engineer,2001-05-21,48824,2
473969,Gian,Simkin,Engineer,1992-05-21,48824,2
209049,Gian,Spieker,Senior Engineer,2001-12-02,40000,2
209049,Gian,Spieker,Engineer,1993-12-02,40000,2
451297,Gian,Suri,Assistant Engineer,1987-11-24,61121,2
451297,Gian,Suri,Engineer,1996-11-23,61121,2
295222,Gian,Szilard,Staff,1989-06-29,40000,2
295222,Gian,Szilard,Senior Staff,1997-06-29,40000,2
93017,Gian,Terkki,Senior Engineer,1990-08-21,40000,2
93017,Gian,Terkki,Engineer,1985-08-21,40000,2
105053,Gian,Vernadat,Senior Staff,1996-12-22,40000,2
105053,Gian,Vernadat,Staff,1988-12-22,40000,2
81805,Gianluca,Bail,Engineer,1994-10-28,57069,2
81805,Gianluca,Bail,Senior Engineer,2001-10-28,57069,2
100572,Gianluca,Botman,Engineer,2001-06-24,56920,2
100572,Gianluca,Botman,Assistant Engineer,1992-06-24,56920,2
287791,Gianluca,Brickell,Senior Engineer,2001-01-13,46720,3
287791,Gianluca,Brickell,Engineer,1993-01-13,46720,3
442195,Gianluca,Brickell,Staff,1996-12-02,81940,3
418386,Gianluca,Cannata,Senior Engineer,2001-10-06,44402,3
418386,Gianluca,Cannata,Assistant Engineer,1987-10-06,44402,3
418386,Gianluca,Cannata,Engineer,1994-10-06,44402,3
299901,Gianluca,Decaestecker,Senior Engineer,1995-04-08,40000,2
299901,Gianluca,Decaestecker,Engineer,1988-04-07,40000,2
428823,Gianluca,Dengi,Staff,1990-01-13,53759,2
428823,Gianluca,Dengi,Senior Staff,1998-01-13,53759,2
52803,Gianluca,Erman,Senior Staff,1998-08-23,41767,2
52803,Gianluca,Erman,Staff,1992-08-23,41767,2
214326,Gianluca,Grabner,Senior Engineer,2001-11-18,40000,2
214326,Gianluca,Grabner,Engineer,1995-11-19,40000,2
268742,Gianluca,Halloran,Engineer,1985-10-16,40000,2
268742,Gianluca,Halloran,Senior Engineer,1994-10-16,40000,2
96420,Gianluca,Hebden,Staff,1992-10-01,60323,2
96420,Gianluca,Hebden,Senior Staff,1999-10-02,60323,2
487295,Gianluca,Heydon,Staff,1989-09-07,54864,2
487295,Gianluca,Heydon,Senior Staff,1996-09-07,54864,2
100349,Gianluca,Jarecki,Engineer,1988-06-18,40000,2
100349,Gianluca,Jarecki,Senior Engineer,1993-06-18,40000,2
253472,Gianluca,Kusakabe,Senior Staff,1994-06-26,72004,2
253472,Gianluca,Kusakabe,Staff,1985-06-26,72004,2
60767,Gianluca,Munos,Senior Staff,1994-10-29,74395,2
60767,Gianluca,Munos,Staff,1988-10-29,74395,2
427632,Gianluca,Ritzmann,Engineer,1989-06-15,40221,2
427632,Gianluca,Ritzmann,Senior Engineer,1995-06-15,40221,2
91221,Gianluca,Siochi,Assistant Engineer,1991-02-27,69319,2
91221,Gianluca,Siochi,Engineer,1997-02-26,69319,2
61170,Gianluca,Tyugu,Assistant Engineer,1993-05-05,74772,2
61170,Gianluca,Tyugu,Engineer,2002-05-05,74772,2
421586,Gianluca,Veldwijk,Senior Engineer,1999-12-15,47458,2
421586,Gianluca,Veldwijk,Engineer,1990-12-15,47458,2
239745,Giao,Aingworth,Senior Staff,2000-01-30,40000,2
239745,Giao,Aingworth,Staff,1992-01-30,40000,2
280784,Giao,Bauknecht,Staff,1994-02-18,72445,2
280784,Giao,Bauknecht,Senior Staff,2002-02-18,72445,2
444903,Giao,Bazelow,Engineer,2001-09-15,44969,2
444903,Giao,Bazelow,Assistant Engineer,1993-09-15,44969,2
425473,Giao,Cappelli,Senior Staff,1992-04-01,62656,2
425473,Giao,Cappelli,Staff,1986-04-02,62656,2
472018,Giao,Coombs,Engineer,1989-09-06,47808,2
472018,Giao,Coombs,Senior Engineer,1996-09-06,47808,2
405503,Giao,Diderrich,Senior Staff,2002-04-22,55580,3
405503,Giao,Diderrich,Staff,1994-04-22,55580,3
210431,Giao,Diderrich,Senior Staff,1988-03-03,51473,3
230801,Giao,Engberts,Senior Staff,1995-10-23,102623,2
230801,Giao,Engberts,Staff,1988-10-22,102623,2
448235,Giao,Flowers,Staff,1987-01-28,63639,3
448235,Giao,Flowers,Senior Staff,1996-01-28,63639,3
97115,Giao,Flowers,Engineer,1993-10-15,43169,3
266610,Giao,Gimarc,Engineer,1988-01-14,51621,2
266610,Giao,Gimarc,Senior Engineer,1997-01-13,51621,2
406532,Giao,Isaak,Senior Engineer,2001-01-24,40000,2
406532,Giao,Isaak,Engineer,1992-01-25,40000,2
200423,Giao,Koblick,Staff,1989-11-22,40000,2
200423,Giao,Koblick,Senior Staff,1996-11-22,40000,2
431675,Giao,Kroha,Staff,1988-06-27,62798,2
431675,Giao,Kroha,Senior Staff,1995-06-28,62798,2
463700,Giao,Maraist,Senior Staff,1998-12-22,40000,2
463700,Giao,Maraist,Staff,1992-12-22,40000,2
211698,Giao,Muniz,Engineer,1991-11-27,40000,2
211698,Giao,Muniz,Senior Engineer,1997-11-26,40000,2
403525,Giao,Nourani,Staff,1997-04-14,40000,2
403525,Giao,Nourani,Senior Staff,2002-04-14,40000,2
438262,Giao,Pauthner,Senior Engineer,1994-12-19,40000,2
438262,Giao,Pauthner,Engineer,1985-12-19,40000,2
226566,Giao,Pavlopoulou,Engineer,1991-08-05,60655,2
226566,Giao,Pavlopoulou,Senior Engineer,1996-08-04,60655,2
410238,Giao,Pell,Staff,1994-12-21,40000,2
410238,Giao,Pell,Senior Staff,2001-12-21,40000,2
214925,Giao,Penn,Senior Engineer,2000-04-27,42013,2
214925,Giao,Penn,Engineer,1991-04-28,42013,2
216036,Giao,Peris,Senior Engineer,1995-02-06,48140,2
216036,Giao,Peris,Engineer,1989-02-06,48140,2
54981,Giao,Pettis,Staff,1990-05-27,40000,2
54981,Giao,Pettis,Senior Staff,1995-05-27,40000,2
92470,Giao,Reeken,Engineer,1996-07-28,40000,2
92470,Giao,Reeken,Senior Engineer,2002-07-28,40000,2
404434,Giao,Reinhart,Senior Staff,1996-03-10,66592,2
404434,Giao,Reinhart,Staff,1991-03-11,66592,2
241978,Giao,Rosca,Engineer,1989-12-19,46618,2
241978,Giao,Rosca,Senior Engineer,1995-12-19,46618,2
44941,Giao,Rosen,Engineer,1990-02-18,52359,2
44941,Giao,Rosen,Senior Engineer,1995-02-18,52359,2
20378,Giao,Schwabacher,Senior Staff,2001-01-17,93200,2
20378,Giao,Schwabacher,Staff,1992-01-18,93200,2
13838,Giao,Stellhorn,Staff,1989-03-01,40000,2
13838,Giao,Stellhorn,Senior Staff,1995-03-01,40000,2
88512,Giao,Vigier,Senior Engineer,1994-07-24,40000,2
88512,Giao,Vigier,Engineer,1988-07-24,40000,2
260865,Giao,Zallocco,Engineer,1986-11-19,48791,2
260865,Giao,Zallocco,Senior Engineer,1991-11-19,48791,2
493761,Giap,Arlazarov,Senior Staff,2000-10-19,57116,2
493761,Giap,Arlazarov,Staff,1995-10-20,57116,2
426285,Giap,Capobianchi,Senior Staff,2001-11-12,58833,2
426285,Giap,Capobianchi,Staff,1994-11-12,58833,2
31952,Giap,Christianini,Senior Staff,2000-02-16,61327,2
31952,Giap,Christianini,Staff,1993-02-15,61327,2
486978,Giap,Gini,Staff,1991-12-07,40445,2
486978,Giap,Gini,Senior Staff,1998-12-07,40445,2
444155,Giap,Gluchowski,Staff,1992-04-10,46093,2
444155,Giap,Gluchowski,Senior Staff,1999-04-11,46093,2
294813,Giap,Khalid,Engineer,1985-09-04,40000,2
294813,Giap,Khalid,Senior Engineer,1994-09-04,40000,2
282930,Giap,Linares,Engineer,1994-11-12,73563,2
282930,Giap,Linares,Senior Engineer,1999-11-12,73563,2
277153,Giap,Lindenbaum,Engineer,1986-07-03,49861,2
277153,Giap,Lindenbaum,Senior Engineer,1995-07-03,49861,2
62566,Giap,Lipner,Senior Staff,1994-07-15,40000,2
62566,Giap,Lipner,Staff,1985-07-15,40000,2
433833,Giap,Malabarba,Assistant Engineer,1995-01-01,56344,2
433833,Giap,Malabarba,Engineer,2000-12-31,56344,2
271376,Giap,Manderick,Assistant Engineer,1990-04-19,40000,3
271376,Giap,Manderick,Senior Engineer,2002-04-18,40000,3
271376,Giap,Manderick,Engineer,1996-04-18,40000,3
74959,Giap,Marchegay,Staff,1992-10-17,49954,2
74959,Giap,Marchegay,Senior Staff,2001-10-17,49954,2
416340,Giap,Monarch,Engineer,1992-09-29,59699,2
416340,Giap,Monarch,Senior Engineer,1999-09-30,59699,2
401493,Giap,Narahara,Engineer,1989-03-25,40000,2
401493,Giap,Narahara,Senior Engineer,1994-03-25,40000,2
93932,Giap,Parveen,Senior Staff,1992-10-08,67638,2
93932,Giap,Parveen,Staff,1987-10-09,67638,2
93396,Giap,Penn,Senior Engineer,1991-11-11,40000,2
93396,Giap,Penn,Engineer,1986-11-11,40000,2
421817,Giap,Perez,Engineer,1994-03-06,72487,2
421817,Giap,Perez,Senior Engineer,1999-03-06,72487,2
217408,Giap,Piancastelli,Senior Engineer,2000-11-08,54197,2
217408,Giap,Piancastelli,Engineer,1992-11-08,54197,2
60068,Giap,Plavsic,Assistant Engineer,1989-05-30,40000,2
60068,Giap,Plavsic,Engineer,1998-05-30,40000,2
83968,Giap,Rando,Engineer,1985-08-31,44227,2
83968,Giap,Rando,Senior Engineer,1993-08-31,44227,2
237008,Giap,Roisin,Engineer,1993-09-08,40000,2
237008,Giap,Roisin,Senior Engineer,1999-09-08,40000,2
299470,Giap,Rousseau,Senior Engineer,1998-12-06,40000,2
299470,Giap,Rousseau,Engineer,1989-12-06,40000,2
222476,Giap,Shackell,Assistant Engineer,1993-04-03,40000,2
222476,Giap,Shackell,Engineer,2000-04-03,40000,2
442478,Giap,Speek,Senior Staff,2001-04-19,53026,2
442478,Giap,Speek,Staff,1996-04-19,53026,2
478272,Giap,Templeman,Engineer,1993-04-12,76798,2
478272,Giap,Templeman,Senior Engineer,2001-04-12,76798,2
95897,Giap,Tetzlaff,Senior Engineer,2002-04-09,58802,2
95897,Giap,Tetzlaff,Engineer,1996-04-09,58802,2
486140,Giap,Wiegley,Engineer,1991-04-12,41031,2
486140,Giap,Wiegley,Senior Engineer,1996-04-11,41031,2
221592,Gift,Adachi,Staff,1988-02-12,40673,2
221592,Gift,Adachi,Senior Staff,1996-02-12,40673,2
79688,Gift,Billingsley,Senior Engineer,1991-12-23,56991,2
79688,Gift,Billingsley,Engineer,1985-12-23,56991,2
419486,Gift,Bolsens,Senior Staff,1992-07-04,74712,2
419486,Gift,Bolsens,Staff,1985-07-04,74712,2
409795,Gift,Callaway,Engineer,1989-01-10,64266,2
409795,Gift,Callaway,Senior Engineer,1996-01-11,64266,2
104592,Gift,Chinin,Senior Staff,1992-10-16,69015,2
104592,Gift,Chinin,Staff,1985-10-16,69015,2
68048,Gift,Dichev,Staff,1990-01-24,40000,2
68048,Gift,Dichev,Senior Staff,1997-01-24,40000,2
86256,Gift,Dulay,Staff,1990-07-07,68476,2
86256,Gift,Dulay,Senior Staff,1997-07-07,68476,2
95886,Gift,Hanratty,Staff,1987-07-17,40000,2
95886,Gift,Hanratty,Senior Staff,1992-07-16,40000,2
65795,Gift,Jonsson,Engineer,1992-01-10,65872,2
65795,Gift,Jonsson,Senior Engineer,1998-01-09,65872,2
467058,Gift,Kaltofen,Senior Staff,1995-05-21,51404,2
467058,Gift,Kaltofen,Staff,1988-05-20,51404,2
107620,Gift,Katiyar,Engineer,1986-04-07,43390,2
107620,Gift,Katiyar,Senior Engineer,1994-04-07,43390,2
21691,Gift,Kawashima,Engineer,1992-06-21,40000,2
21691,Gift,Kawashima,Senior Engineer,1998-06-21,40000,2
495608,Gift,Legleitner,Senior Engineer,2001-05-16,53728,2
495608,Gift,Legleitner,Engineer,1994-05-16,53728,2
58301,Gift,Lindqvist,Staff,1987-07-06,54563,2
58301,Gift,Lindqvist,Senior Staff,1995-07-06,54563,2
497807,Gift,Marshall,Engineer,1989-09-27,40000,2
497807,Gift,Marshall,Senior Engineer,1998-09-27,40000,2
494953,Gift,McConalogue,Senior Staff,1998-04-28,40000,2
494953,Gift,McConalogue,Staff,1991-04-28,40000,2
422616,Gift,Murtha,Engineer,1995-04-20,46993,2
422616,Gift,Murtha,Senior Engineer,2000-04-19,46993,2
261249,Gift,Negoita,Senior Engineer,1993-06-11,56399,2
261249,Gift,Negoita,Engineer,1987-06-12,56399,2
96300,Gift,Neiman,Senior Engineer,1995-07-14,40000,2
96300,Gift,Neiman,Engineer,1989-07-14,40000,2
459407,Gift,Percebois,Senior Staff,1995-08-07,86528,2
459407,Gift,Percebois,Staff,1990-08-07,86528,2
240724,Gift,Peternell,Engineer,1989-04-26,47019,2
240724,Gift,Peternell,Senior Engineer,1994-04-26,47019,2
69445,Gift,Puppo,Staff,1985-09-08,54958,2
69445,Gift,Puppo,Senior Staff,1993-09-08,54958,2
52465,Gift,Ramsay,Senior Engineer,2000-03-30,51258,2
52465,Gift,Ramsay,Engineer,1991-03-31,51258,2
297510,Gift,Restivo,Staff,1985-07-01,43958,2
297510,Gift,Restivo,Senior Staff,1993-07-01,43958,2
465567,Gift,Roisin,Engineer,1998-06-26,40000,2
465567,Gift,Roisin,Assistant Engineer,1992-06-26,40000,2
244677,Gift,Ruther,Senior Engineer,1994-09-11,47466,2
244677,Gift,Ruther,Engineer,1986-09-11,47466,2
266017,Gift,Spelt,Senior Staff,2000-01-27,68777,2
266017,Gift,Spelt,Staff,1995-01-27,68777,2
414708,Gift,Wielonsky,Engineer,1985-06-30,40000,2
414708,Gift,Wielonsky,Senior Engineer,1994-06-30,40000,2
203267,Gift,Wixon,Senior Engineer,1999-05-03,40000,2
203267,Gift,Wixon,Engineer,1990-05-03,40000,2
223406,Gift,Yoshimura,Senior Engineer,1999-03-30,59178,3
223406,Gift,Yoshimura,Engineer,1993-03-30,59178,3
223406,Gift,Yoshimura,Assistant Engineer,1987-03-31,59178,3
454633,Gil,Ariola,Staff,1994-09-13,40000,2
454633,Gil,Ariola,Senior Staff,2000-09-12,40000,2
82453,Gil,Atchley,Staff,1991-02-17,63067,2
82453,Gil,Atchley,Senior Staff,1996-02-17,63067,2
62513,Gil,Bojadziev,Senior Engineer,1994-04-18,40000,2
62513,Gil,Bojadziev,Engineer,1986-04-18,40000,2
215191,Gil,Cochrane,Senior Engineer,1999-03-31,63060,2
215191,Gil,Cochrane,Engineer,1990-03-31,63060,2
32590,Gil,Deyuan,Senior Engineer,2000-03-01,40000,2
32590,Gil,Deyuan,Engineer,1991-03-02,40000,2
215067,Gil,Dolinsky,Senior Staff,2000-05-22,60551,2
215067,Gil,Dolinsky,Staff,1991-05-23,60551,2
289982,Gil,Erol,Senior Staff,1996-04-20,68211,2
289982,Gil,Erol,Staff,1987-04-21,68211,2
413930,Gil,Ferriere,Engineer,1987-12-24,54945,2
413930,Gil,Ferriere,Senior Engineer,1992-12-23,54945,2
92898,Gil,Ghazalie,Senior Staff,1990-06-25,68060,2
92898,Gil,Ghazalie,Staff,1985-06-25,68060,2
466404,Gil,Hatcliff,Staff,1985-07-15,59040,2
466404,Gil,Hatcliff,Senior Staff,1993-07-15,59040,2
27910,Gil,Haumacher,Engineer,1988-11-15,45887,2
27910,Gil,Haumacher,Senior Engineer,1995-11-16,45887,2
99747,Gil,Hofstetter,Engineer,1993-08-10,66509,2
99747,Gil,Hofstetter,Senior Engineer,2000-08-10,66509,2
424570,Gil,Klyachko,Senior Staff,1990-05-14,59705,2
424570,Gil,Klyachko,Staff,1985-05-14,59705,2
35679,Gil,Lunt,Senior Engineer,1995-01-01,52312,2
35679,Gil,Lunt,Engineer,1989-01-01,52312,2
294889,Gil,Massonet,Engineer,1990-02-02,40925,2
294889,Gil,Massonet,Senior Engineer,1997-02-02,40925,2
413040,Gil,Pero,Senior Staff,2000-02-06,40000,2
413040,Gil,Pero,Staff,1994-02-06,40000,2
249261,Gil,Pettis,Staff,1992-02-19,70545,3
249261,Gil,Pettis,Senior Staff,1998-02-18,70545,3
293808,Gil,Pettis,Senior Staff,1993-09-10,57829,3
436645,Gil,Pouyioutas,Engineer,1988-03-25,40000,2
436645,Gil,Pouyioutas,Senior Engineer,1995-03-26,40000,2
413606,Gil,Raczkowsky,Engineer,1993-12-03,44214,2
413606,Gil,Raczkowsky,Senior Engineer,2000-12-03,44214,2
208311,Gil,Reistad,Assistant Engineer,1994-03-02,53074,2
208311,Gil,Reistad,Engineer,2002-03-02,53074,2
438733,Gil,Schmittgen,Engineer,1990-05-31,40000,2
438733,Gil,Schmittgen,Senior Engineer,1996-05-30,40000,2
437234,Gil,Sgarro,Senior Staff,1993-11-02,74403,2
437234,Gil,Sgarro,Staff,1987-11-03,74403,2
451334,Gil,Snedden,Staff,1986-06-16,44654,2
451334,Gil,Snedden,Senior Staff,1993-06-16,44654,2
474948,Gil,Stentiford,Staff,1993-09-09,80375,2
474948,Gil,Stentiford,Senior Staff,1999-09-09,80375,2
106288,Gil,Strandh,Staff,1995-01-18,40000,2
106288,Gil,Strandh,Senior Staff,2000-01-18,40000,2
273245,Gil,Teitelbaum,Senior Engineer,2002-03-28,40000,2
273245,Gil,Teitelbaum,Engineer,1996-03-28,40000,2
272227,Gil,Trachtenberg,Staff,1994-03-29,88777,2
272227,Gil,Trachtenberg,Senior Staff,1999-03-29,88777,2
497871,Gil,Turnbull,Senior Engineer,2000-07-21,47388,2
497871,Gil,Turnbull,Engineer,1992-07-21,47388,2
450444,Gil,Vakili,Staff,1987-01-10,40000,2
450444,Gil,Vakili,Senior Staff,1996-01-10,40000,2
93950,Gil,Yoshizawa,Staff,1990-07-08,41556,3
93950,Gil,Yoshizawa,Senior Staff,1997-07-08,41556,3
200496,Gil,Yoshizawa,Staff,1996-01-18,70873,3
20169,Gil,Zuberek,Senior Engineer,2000-05-04,55381,2
20169,Gil,Zuberek,Engineer,1994-05-05,55381,2
77044,Gil,Zucker,Staff,1996-12-27,40000,2
77044,Gil,Zucker,Senior Staff,2001-12-27,40000,2
248479,Gila,Alameldin,Staff,1994-09-16,71652,2
248479,Gila,Alameldin,Senior Staff,1999-09-16,71652,2
284705,Gila,Anandan,Engineer,1987-04-05,40000,2
284705,Gila,Anandan,Senior Engineer,1993-04-04,40000,2
294297,Gila,Ballarin,Senior Engineer,1999-01-03,40052,2
294297,Gila,Ballarin,Engineer,1990-01-03,40052,2
261092,Gila,Bratsberg,Senior Engineer,2001-07-26,60327,2
261092,Gila,Bratsberg,Engineer,1992-07-26,60327,2
409557,Gila,Brendel,Senior Engineer,1993-06-20,40000,2
409557,Gila,Brendel,Engineer,1985-06-20,40000,2
488677,Gila,Bruckman,Staff,1987-11-05,41254,2
488677,Gila,Bruckman,Senior Staff,1992-11-04,41254,2
428419,Gila,Cichocki,Engineer,1988-11-27,47829,2
428419,Gila,Cichocki,Senior Engineer,1997-11-27,47829,2
38266,Gila,Conte,Senior Engineer,1997-04-17,54756,2
38266,Gila,Conte,Engineer,1992-04-17,54756,2
401116,Gila,Esposito,Senior Engineer,2002-06-21,66929,2
401116,Gila,Esposito,Engineer,1994-06-21,66929,2
493199,Gila,Gist,Engineer,1986-03-23,41447,2
493199,Gila,Gist,Senior Engineer,1992-03-22,41447,2
21646,Gila,Guardalben,Engineer,1996-03-14,41370,2
21646,Gila,Guardalben,Senior Engineer,2002-03-14,41370,2
77324,Gila,Isaac,Senior Staff,1992-02-21,67287,2
77324,Gila,Isaac,Staff,1987-02-21,67287,2
203670,Gila,Kakkar,Staff,1990-05-17,40000,2
203670,Gila,Kakkar,Senior Staff,1997-05-17,40000,2
